,chinese_yuan,euro,japanese_yen,uk_pound,us_dollar,algerian_dinar,australian_dollar,bahrain_dinar,botswana_pula,brazilian_real,brunei_dollar,canadian_dollar,chilean_peso,colombian_peso,czech_koruna,danish_krone,hungarian_forint,icelandic_krona,indian_rupee,indonesian_rupiah,iranian_rial,israeli_new_shekel,kazakhstani_tenge,korean_won,kuwaiti_dinar,libyan_dinar,malaysian_ringgit,mauritian_rupee,mexican_peso,nepalese_rupee,new_zealand_dollar,norwegian_krone,omani_rial,pakistani_rupee,peruvian_sol,philippine_peso,polish_zloty,qatari_riyal,russian_ruble,saudi_arabian_riyal,singapore_dollar,south_african_rand,sri_lankan_rupee,swedish_krona,swiss_franc,thai_baht,trinidadian_dollar,tunisian_dinar,uae_dirham,uruguayan_peso,bolivar_fuerte
2009-10-22,6.8272,0.6666666666666666,91.15,0.6046680372475511,1.0,,1.0809642200843153,0.376,6.644518272425249,1.7432,1.3964,1.0485,542.56,1910.04,17.279,4.9625,177.96,122.2,46.66,9480.0,9886.0,3.698,150.76,1179.1,0.28535,1.932367,3.3915,30.228,12.9495,74.25,1.3190871916633689,5.5513,0.3845,83.3061,,,2.8044,3.64,29.0858,3.75,1.3964,7.475,114.8079,6.88,1.0094,33.446,6.3253,,3.6725,,2.1446
2009-10-23,6.8275,0.6657789613848203,91.65,0.6094216588457554,1.0,,1.0766580534022394,0.376,6.605019815059445,1.7296,1.3928,1.0508,536.75,1914.89,17.241,4.9559,,122.47,46.45,9488.0,,3.692,150.64,1183.2,0.28535,1.932367,3.382,30.1671,12.9798,74.82,1.3189132155104195,5.5443,0.3845,83.2646,,,2.7816,3.64,29.0003,3.75,1.3928,,114.8161,6.8275,1.0064,,6.3348,,3.6725,,2.1446
2009-10-26,6.828,0.6658232904987016,91.87,0.6125574272588055,1.0,,1.081782778018174,0.376,6.644518272425249,1.7105,1.3925,1.0616,531.95,1924.35,17.244,4.956,177.63,122.21,46.58,9423.0,9878.0,3.69,150.64,1184.6,0.2855,1.932367,3.3795,30.1131,13.149,74.4,,5.5433,0.3845,83.3327,,,2.775,3.64,28.9403,3.75,1.3925,7.475,114.805,6.7725,1.0065,,6.3259,,3.6725,,2.1446
2009-10-27,6.8284,0.6723141051499261,92.07,0.6099792607051361,1.0,,1.0882576994232234,0.376,6.7114093959731544,1.7149,1.3976,1.0648,532.89,1932.81,17.532,5.0042,180.57,123.96,46.83,9565.0,9912.0,3.709,150.68,1180.4,0.286,1.932367,3.3985,30.0663,13.2662,74.53,1.337255950788981,5.6374,0.3845,83.3546,,,2.823,3.64,29.0184,3.75,1.3976,7.625,114.8209,6.87,1.0187,33.405,,,3.6725,,2.1446
2009-10-28,6.8283,0.6763611768684478,91.15,0.6131207847946045,1.0,,1.0998680158380993,0.376,6.784260515603799,1.7334,1.3995,1.0756,532.85,1977.26,,5.0342,184.12,124.77,47.15,9595.0,9929.0,3.745,150.71,1187.1,0.2861,1.932367,3.4145,30.1328,13.2823,75.15,1.34390538906061,,0.3845,83.383,,,2.8779,3.64,29.1749,3.75,1.3995,7.755,114.8008,6.98,1.0223,33.44,6.3563,,3.6725,,2.1446
2009-10-29,6.8285,0.676223965377333,90.3,0.6074596039363382,1.0,,1.1129660545353368,0.376,6.788866259334692,1.7439,1.4039,1.0705,531.15,2006.18,17.908,5.0333,185.6,125.06,47.52,9685.0,9948.0,3.764,150.71,1193.6,0.28625,1.932367,3.4365,30.2157,13.0825,75.59,1.3873473917869035,5.6691,0.3845,83.6579,,,2.8847,3.64,29.3441,3.75,1.4039,7.815,114.8125,7.035,1.0256,33.452,6.3231,,3.6725,,2.1446
2009-10-30,6.8281,0.6756756756756757,91.38,0.6053268765133172,1.0,,1.0915838882218099,0.376,6.784260515603799,1.7428,1.3968,1.0774,531.74,,17.883,5.0291,183.71,124.31,46.96,9545.0,,3.746,150.74,1200.6,0.28625,1.932367,3.4075,30.2723,13.1479,75.83,1.364815067558346,5.6699,0.3845,83.652,,,2.8595,3.64,29.0488,3.75,1.3968,7.71,114.8034,7.015,1.0229,33.479,6.3313,,3.6725,,2.1446
2009-11-02,6.8282,0.6769564040075818,90.0,0.6112095837662734,1.0,,1.1068068622025458,0.376,6.868131868131868,,1.4004,1.0743,531.83,1993.8,17.912,5.0382,186.17,125.28,,9610.0,9931.0,3.775,150.74,1182.5,0.286,1.932367,3.4275,,,75.15,1.4017381553125876,5.7067,0.3845,83.7278,,,2.8767,3.64,29.1944,3.75,1.4004,7.905,,7.065,1.0213,33.432,6.3325,,3.6725,,2.1446
2009-11-03,6.8279,0.6822213125938055,,0.6142883469500584,1.0,,1.109139307897072,0.376,,1.7432,1.3976,1.0704,528.89,1993.8,17.938,5.0772,190.05,124.67,47.04,9545.0,9921.0,3.806,150.75,1182.0,0.286,1.932367,3.4185,30.2838,13.2908,75.15,1.392757660167131,5.8081,0.3845,83.7445,,,2.9195,3.64,29.2337,3.75,1.3976,7.905,114.8002,7.0925,1.0335,33.45,6.3299,,3.6725,,2.1446
2009-11-04,6.828,0.6774608766343744,90.18,0.6053635207942369,1.0,,1.1076650420912715,0.376,6.793478260869565,1.758,1.3998,1.0647,531.49,2008.72,17.673,5.0416,187.88,124.64,47.13,9605.0,9945.0,3.793,150.85,1178.4,0.28615,1.932367,3.4225,30.2867,13.2708,75.47,1.3856172925038104,5.7188,0.3845,83.6976,,,2.8908,3.64,,3.75,1.3998,7.74,114.8,7.0725,1.024,33.44,6.3412,,3.6725,,2.1446
2009-11-05,6.8277,0.6726306585054147,90.47,0.6059137178865729,1.0,,1.104484205875856,0.376,6.697923643670463,1.7263,1.3975,1.0651,527.84,1963.7,17.403,5.0053,186.75,124.57,47.13,9506.0,9920.0,3.792,150.81,1179.8,0.28575,1.932367,3.422,30.306,13.343,75.26,1.3806433798149937,5.6746,0.3845,83.7037,,,2.8754,3.64,29.133,3.75,1.3975,7.565,114.8007,7.075,1.018,33.44,6.3196,,3.6725,,2.1446
2009-11-06,6.8276,0.6728569506122999,90.7,0.6021557174685374,1.0,,1.0949304719150335,0.376,6.6711140760507,,1.3946,1.072,524.07,1958.24,17.277,5.0075,184.06,124.97,46.82,9475.0,,3.771,150.82,1168.0,0.28575,1.932367,3.4072,30.3114,13.3758,75.73,1.3863856924996534,5.6749,0.3845,83.6204,,,2.8485,3.64,29.0156,3.75,1.3946,7.54,114.8053,6.9775,1.0175,33.423,6.3291,,3.6725,,2.1446
2009-11-09,6.8273,0.6673785371062467,90.12,0.5953798523457966,1.0,,1.079447322970639,0.376,6.587615283267458,1.7171,1.3884,1.0566,521.77,1981.61,17.07,4.9662,182.14,123.72,46.58,9420.0,9900.0,3.741,150.82,1171.2,0.28525,1.932367,3.382,,13.2996,74.89,1.3620266957232363,5.619,0.3845,,,,2.8195,3.64,28.8497,3.75,1.3884,7.4,114.8053,6.8925,1.0081,33.391,6.3224,,3.6725,,2.1446
2009-11-10,6.8268,0.6681812107443539,89.96,0.5998080614203455,1.0,,1.077702338614075,0.376,6.613756613756614,1.7016,1.3882,1.0518,515.67,1968.45,17.054,4.9719,181.46,123.97,46.53,9452.0,9881.0,3.759,150.9,1161.6,0.28505,1.932367,3.378,30.0875,13.2308,74.45,1.3478905512872354,5.6017,0.3845,83.5486,,,2.8031,3.64,28.7391,3.75,1.3882,7.435,114.6987,6.8625,1.0081,33.332,6.2966,,3.6725,,2.1446
2009-11-11,6.8267,0.6650262685376073,89.6,0.6000960153624579,1.0,,1.0748065348237317,0.376,6.55307994757536,1.7088,1.3874,,509.53,1969.52,16.886,4.9482,179.22,124.14,46.57,9420.0,9880.0,3.749,150.78,1158.7,0.28505,1.932367,3.3865,30.0026,13.1622,74.45,1.3455328310010766,5.5596,0.3845,83.3362,,,2.8031,3.64,28.7007,3.75,1.3874,7.33,114.5084,6.8,1.0047,33.309,6.3101,,3.6725,,2.1446
2009-11-12,6.8268,0.6701514542286557,89.95,0.6035003017501509,1.0,,1.0708931248661384,0.376,6.631299734748011,1.7104,1.3865,1.0519,506.01,1969.52,17.093,4.9867,180.89,124.74,46.5,9403.0,9880.0,3.769,150.69,1159.5,0.28505,1.932367,3.381,29.9396,13.2061,74.24,1.352447930754666,5.6236,0.3845,83.5026,,,2.7715,3.64,28.6701,3.75,1.3865,7.475,114.4472,6.815,1.0111,33.304,6.3107,,3.6725,,2.1446
2009-11-13,6.8273,0.6725854183481302,90.23,0.5987306909352174,1.0,,1.080613788631943,0.376,6.618133686300463,1.7242,1.389,1.0508,508.19,1976.89,17.169,,180.77,125.03,46.5,9415.0,,3.774,150.43,1157.4,0.28505,1.932367,3.381,29.8768,13.1012,74.48,1.365001365001365,5.6258,0.3845,83.4634,,,2.7631,3.64,28.8345,3.75,1.389,7.435,114.4474,6.8625,1.0144,33.302,6.3356,,3.6725,,2.1446
2009-11-16,6.8272,0.6682258603407952,89.57,0.5988741166606779,1.0,,1.0696331158412664,0.376,6.578947368421053,1.7282,1.3848,1.046,504.09,,17.037,4.9721,178.76,122.68,46.09,9348.0,9900.0,3.753,149.95,1161.1,0.2851,1.932367,3.361,29.8621,,74.1,1.3466199838405601,5.571,0.3845,83.4913,,,2.74,3.64,28.6705,3.75,1.3848,7.385,114.4515,6.815,1.0089,33.306,6.3477,,3.6725,,2.1446
2009-11-17,6.8271,0.6722689075630252,89.05,0.5959120433823968,1.0,,1.0699764605178685,0.376,6.618133686300463,1.7119,1.3845,1.0592,497.65,1971.27,,5.0023,177.79,123.49,46.25,9405.0,9901.0,3.768,149.5,1155.1,0.285,1.932367,3.366,29.8567,13.0875,73.83,1.3356484573260317,5.6118,0.3845,83.5264,,,2.7415,3.64,28.6768,3.75,1.3845,7.465,114.3616,6.83,1.0143,33.219,6.34,,3.6725,,2.1446
2009-11-18,6.8275,0.6685832720465333,89.25,0.5950964056177102,1.0,,1.0768899418479432,0.376,6.596306068601582,1.7145,1.3858,1.05,494.09,1966.22,17.01,4.9748,177.17,123.49,46.26,9425.0,9937.0,3.77,149.17,1152.8,0.2853,1.932367,3.37,29.8782,12.9818,73.98,1.342642320085929,5.584,0.3845,83.4986,,,2.7367,3.64,28.7163,3.75,1.3858,7.42,114.2536,6.8475,1.0102,33.197,6.3375,,3.6725,,2.1446
2009-11-19,6.8274,0.672811680010765,89.31,0.6013952369497233,1.0,,1.0828370330265296,0.376,6.6711140760507,1.7095,1.3874,1.0638,491.09,1953.45,17.217,5.0065,179.89,123.99,46.41,9470.0,9924.0,3.793,149.14,1153.3,0.28535,1.932367,3.3805,29.8684,13.0502,73.99,1.3408420488066506,5.6462,0.3845,83.5084,,,2.777,3.64,28.7459,3.75,1.3874,7.555,114.2515,6.905,,33.187,6.337,,3.6725,,2.1446
2009-11-20,6.8278,0.6749915626054674,88.9,0.6060238773407672,1.0,,1.0862480990658268,0.376,6.693440428380187,1.7279,1.3894,1.0696,498.2,1962.33,17.475,5.023,180.82,123.76,46.58,9581.0,,3.811,148.89,1156.2,0.28535,1.932367,3.3955,29.8252,13.0895,74.56,1.3678019422787582,5.6868,0.3845,83.5159,,,2.7875,3.64,28.8554,3.75,1.3894,7.6,114.2611,6.9025,1.0181,33.194,6.3315,,3.6725,,2.1446
2009-11-23,6.8279,0.6680919294494923,,0.6020832078993317,1.0,,1.087429317094389,0.376,6.640106241699867,1.7348,1.3867,1.0551,503.58,1974.47,17.262,4.9716,178.98,122.5,46.49,9468.0,9930.0,3.801,148.9,1162.6,0.28525,1.932367,3.3805,29.79,13.0151,74.55,1.3819789939192924,5.5959,0.3845,83.54295,,,2.7517,3.64,28.7986,3.75,1.3867,7.475,114.2602,6.87,1.01,33.22,6.3439,,3.6725,,2.1446
2009-11-24,6.8276,0.6680472977486807,88.88,0.6046680372475511,1.0,,1.0845986984815619,0.376,6.622516556291391,1.7237,1.3869,1.0608,494.51,1964.92,17.294,4.9711,179.59,122.95,46.6,9498.0,9928.0,3.777,148.8,1157.1,0.28525,1.932367,3.387,29.7299,12.9305,74.3,1.366120218579235,5.5959,0.3845,83.5513,,,2.7588,3.64,28.8481,3.75,1.3869,7.455,114.3646,6.94,1.0113,33.219,6.3432,,3.6725,,2.1446
2009-11-25,6.8275,0.6629980773055758,88.35,0.5985156811108451,1.0,,1.0800302408467437,0.376,6.565988181221274,1.7274,1.384,1.0501,493.26,,17.215,4.9336,177.89,122.29,46.34,9460.0,9909.0,3.762,148.75,1156.1,0.28495,1.932367,3.3777,29.6492,12.866,74.51,1.3776002204160354,5.5798,0.3845,83.55,,,2.7364,3.64,28.7909,3.75,1.384,7.37,114.3568,6.8725,1.0015,33.244,6.3431,,3.6725,,2.1446
2009-11-26,6.8268,0.6635259770420011,87.35,0.6042661187987189,1.0,,1.0841283607979184,0.376,,,1.3796,1.0595,492.33,1974.14,17.374,4.9378,179.31,122.17,46.27,9413.0,9893.0,3.776,148.94,1155.0,,1.932367,3.377,29.6216,12.9475,74.05,1.364442625187611,5.64,0.3845,83.5609,,,2.7422,3.64,28.8751,3.75,1.3796,7.435,114.4647,6.9375,1.001,33.195,6.3521,,3.6725,,2.1446
2009-11-27,6.8269,0.670331143584931,86.0,0.6107243190423843,1.0,,1.1058277120424638,0.376,,,,1.0624,493.48,1974.14,17.554,4.9891,182.92,123.5,46.81,,,3.826,148.72,1153.6,,1.932367,,29.5529,12.9139,74.25,1.3962580284836639,5.6925,0.3845,83.5609,,,2.8051,3.64,29.8179,3.75,,7.54,114.4552,7.055,1.0109,33.13,6.3504,,3.6725,,2.1446
2009-11-30,6.8272,0.6656460094521733,86.75,0.607053967097675,1.0,,1.0895619960775769,0.376,6.587615283267458,1.7435,1.3828,1.0574,495.84,1997.47,17.39,4.954,181.0,122.08,46.48,9480.0,9914.0,3.792,148.72,1167.4,,1.932367,3.3875,29.4641,12.9157,74.9,1.3989927252378287,5.6663,0.3845,83.5609,,,2.7538,3.64,29.0687,3.75,1.3828,7.43,114.5947,6.9625,1.0026,33.25,6.3443,,3.6725,,2.1446
2009-12-01,6.827,0.6633939233116625,86.9,0.6037189084762135,1.0,,1.094570928196147,0.376,6.557377049180328,1.7497,1.3844,1.0432,494.82,1998.45,17.219,4.9371,181.16,121.83,46.45,9485.0,9938.0,3.775,148.67,1161.8,0.2848,1.932367,3.3905,29.4474,12.8557,74.31,1.3964530093562353,5.6259,0.3845,83.5646,,,2.7392,3.64,29.1771,3.75,1.3844,7.35,,6.9475,1.001,33.212,6.3442,,3.6725,,2.1446
2009-12-02,6.8268,0.6626905235255136,87.0,0.5994485073732166,1.0,,1.0787486515641855,0.376,6.540222367560497,1.7285,1.38,1.0468,495.78,1990.29,17.218,4.9317,179.01,121.35,46.27,9416.0,9906.0,3.777,148.68,1162.2,0.2844,1.932367,3.3777,29.4116,12.8026,74.1,1.3772207684891888,5.5805,0.3845,83.5887,,,2.7185,3.64,29.056,3.75,1.38,7.325,114.435,6.8925,0.9993,33.21,6.3602,,3.6725,,2.1446
2009-12-03,6.827,0.6613756613756614,87.7,0.6009615384615384,1.0,,1.0767739851405191,0.376,6.518904823989569,1.7193,1.3812,1.0542,499.46,1990.8,17.077,4.9218,178.0,121.27,46.22,9445.0,9905.0,3.772,148.69,1154.4,0.2845,1.9324,3.3755,29.2486,12.6658,74.1,1.3840830449826989,5.5813,0.3845,83.5911,,,2.7093,3.64,29.2427,3.75,1.3812,7.275,114.2218,6.825,0.9973,33.156,6.3644,,3.6725,,2.1446
2009-12-04,6.8272,0.6636580833554553,88.2,0.6007088364269838,1.0,,1.0826025765941323,0.376,6.557377049180328,1.7088,1.3829,1.0517,502.64,1989.94,17.144,4.9387,179.02,121.83,46.25,9436.0,,3.774,148.81,1155.7,,1.932367,3.383,,12.5969,73.87,1.3865779256794233,5.6345,0.3845,83.6053,,,,3.64,29.1979,3.75,1.3829,7.335,114.2633,6.8825,0.9997,33.132,6.3374,,3.6725,,2.1446
2009-12-07,6.8278,0.6762696963549064,90.0,0.6118827632625589,1.0,,1.0924186148131965,0.376,6.666666666666667,1.7123,1.3891,1.0511,501.79,2003.94,17.386,5.0325,181.97,123.78,46.44,9455.0,9921.0,3.815,148.74,1153.3,0.2848,1.932367,3.393,28.9851,12.6558,74.05,1.3931457230426303,5.7263,0.3845,83.9343,,,2.7479,3.64,29.5221,3.75,1.3891,7.5,114.3334,7.025,1.022,,6.3254,,3.6725,,2.1446
2009-12-08,6.8277,0.6768647624204683,89.0,0.6138735420503376,1.0,,1.0949304719150335,0.376,6.666666666666667,1.7294,1.3891,1.0604,,2009.45,17.427,5.037,181.59,123.6,46.67,9448.0,9941.0,3.797,148.94,1155.1,0.2848,1.932367,3.3885,28.8903,12.8399,74.5,1.4011489421325487,5.7476,0.3845,84.1818,,,2.7435,3.64,30.1839,3.75,1.3891,7.495,114.4726,7.0675,1.0218,,6.3437,,3.6725,,2.1446
2009-12-09,6.8279,0.677139761646804,88.4,0.6129704548240775,1.0,,1.1038745998454575,0.376,6.706908115358819,1.7474,1.3938,1.0552,502.91,2009.45,17.435,5.039,185.71,124.08,46.77,9470.0,9960.0,3.806,149.03,1161.6,0.285,1.932367,3.402,28.7963,12.9862,74.55,1.4138272303124557,5.732,0.3845,84.2019,,,2.7966,3.64,30.7562,3.75,1.3938,7.545,114.3153,7.1225,1.0241,33.177,6.3634,,3.6725,,2.1446
2009-12-10,6.8276,0.678886625933469,87.85,0.6132711885195633,1.0,,1.094570928196147,0.376,6.675567423230975,1.7603,1.3895,1.0519,503.55,2016.73,17.464,5.0521,186.44,124.31,46.72,9435.0,9971.0,3.781,149.08,1161.8,0.285,1.932367,3.3965,28.6262,12.9739,74.71,1.3894678338196471,5.7267,0.3845,84.2253,,,2.8168,3.64,30.6268,3.75,1.3895,7.5,114.2299,7.12,1.0255,33.199,6.3461,,3.6725,,2.1446
2009-12-11,6.8277,0.6776445076912652,88.73,0.613986615091791,1.0,,1.0922992900054616,0.376,6.657789613848203,1.7619,1.3904,1.0585,495.89,2016.17,17.436,5.043,185.07,124.16,46.52,9442.0,,3.775,149.08,1163.2,0.285,1.932367,3.4,,12.9253,74.6,1.3719303059404582,5.7217,0.3845,84.1885,,,2.805,3.64,30.2107,3.75,1.3904,7.46,114.2756,7.08,1.0247,,6.3463,,3.6725,,2.1446
2009-12-14,6.8279,0.6827336655970506,88.5,0.616180910715386,1.0,,1.0985389432055366,0.376,6.6711140760507,1.7513,1.3929,1.0593,495.51,2000.54,17.575,5.0806,185.77,125.64,46.66,9460.0,9960.0,3.78,149.27,1164.9,0.2853,1.932367,3.411,28.5477,12.8105,74.46,1.3815971262779774,5.7817,0.3845,84.1939,,,2.8248,3.64,30.0481,3.75,1.3929,7.48,114.3683,7.1225,1.0335,33.129,6.3616,,3.6725,,2.1446
2009-12-15,6.8278,0.6877106113747335,88.7,0.6161049842893229,1.0,,1.094331363536879,0.376,6.680026720106881,1.7475,1.3918,1.062,497.11,1992.1,17.951,5.1177,189.78,126.55,46.64,9472.0,9965.0,3.787,148.8,1163.6,0.2852,1.932367,3.406,,12.7234,74.74,1.3751375137513753,5.8273,0.3845,84.3345,,,2.8635,3.64,30.0678,3.75,1.3918,7.48,114.4246,7.1725,1.04,,6.3733,,3.6725,,2.1446
2009-12-16,6.828,0.6868131868131868,89.6,0.6111722283339445,1.0,,1.1119759813188035,0.376,6.626905235255135,1.7549,1.3976,1.058,498.77,2001.86,18.093,5.1109,190.47,126.25,46.68,9480.0,9990.0,3.783,148.8,1161.6,0.2858,1.932367,3.4245,28.6211,12.698,74.7,1.3863856924996534,5.7483,0.3845,84.4767,,,2.8891,3.64,30.1978,3.75,1.3976,,114.3389,7.1775,,33.134,6.3617,,3.6725,,2.1446
2009-12-17,6.8281,0.6972042111134352,90.1,0.6198475175106923,1.0,,1.124353496739375,0.376,6.734006734006734,1.751,1.3998,1.0713,498.43,2005.09,18.215,5.1882,193.72,127.76,46.78,9485.0,10011.0,3.803,148.8,1166.0,0.2863,1.932367,3.435,28.828,12.9331,74.69,1.3877324451845683,5.86,0.3845,84.3993,,,2.9105,3.64,30.4392,3.75,1.3998,7.49,114.3428,7.24,1.0492,33.176,6.3463,,3.6725,,2.1446
2009-12-18,6.8284,0.697495989398061,89.65,0.6174364040503828,1.0,,1.1247328759419637,0.376,6.7521944632005395,1.7815,1.4006,1.0678,500.56,2015.74,18.338,5.1904,192.06,127.47,46.85,,,3.793,148.8,1173.7,0.2863,1.932367,,29.0977,12.8979,74.86,1.4076576576576576,5.8558,0.3845,84.2572,,,2.9038,3.64,30.7187,3.75,1.4006,7.56,114.2248,7.25,1.0425,33.222,6.3416,,3.6725,,2.1446
2009-12-21,,0.6959910913140311,90.4,0.6202319667555666,1.0,,1.127141568981064,0.376,,,1.4033,1.0594,502.59,2025.85,18.345,5.1792,192.76,128.01,46.8,9498.0,10004.0,3.801,148.67,,0.2866,1.932367,3.4365,29.3128,12.8121,74.75,1.4060742407199098,5.8129,0.3845,84.2583,,,2.9268,3.64,30.5529,3.75,,7.645,114.3259,7.2825,1.0422,33.222,6.3569,,3.6725,,2.1446
2009-12-22,6.8285,0.7003291547027103,91.37,0.624180762748892,1.0,,1.1372682815876265,0.376,6.849315068493151,1.7779,1.4064,1.0556,503.93,2030.17,18.392,5.2118,191.04,128.26,46.8,9505.0,10012.0,3.801,148.59,1179.6,0.287,1.932367,3.4375,29.6641,12.9449,74.85,1.4182385477237271,5.8583,0.3845,84.2201,,,2.9232,3.64,30.4439,3.75,1.4064,7.72,114.4002,7.275,1.0486,33.229,6.3612,,3.6725,,2.1446
2009-12-23,6.8287,0.7004763239002522,,0.6269199423233653,1.0,,1.1415525114155252,0.376,6.8119891008174385,1.7817,1.4112,1.0476,507.19,2054.1,18.489,5.2139,192.26,128.08,46.85,9505.0,10017.0,3.808,148.5,1183.4,0.28725,1.932367,3.438,29.895,12.8896,74.86,1.43184421534937,5.8507,0.3845,84.3592,,,2.9293,3.64,30.5007,3.75,1.4112,7.69,114.3633,7.3475,1.0468,33.254,6.3662,,3.6725,,2.1446
2009-12-24,6.8285,0.6945409084595083,91.67,0.625,1.0,,1.134301270417423,0.376,,,1.4072,1.0488,508.75,2045.07,,,,,46.76,,9991.0,3.797,148.42,,0.2869,,3.4315,30.0581,12.8793,74.65,1.4196479273140261,,0.3845,84.3073,,,2.8955,3.64,,3.75,1.4072,7.52,114.3763,,1.0339,33.322,6.3551,,3.6725,,2.1446
2009-12-28,6.8282,0.6942034015966678,91.55,,1.0,,,0.376,6.724949562878279,1.7519,1.406,,506.62,2043.41,18.344,5.1669,189.8,126.06,,9440.0,9977.0,3.793,148.3,1176.7,0.28675,1.932367,3.4255,30.2286,12.9288,74.65,,,0.3845,84.2522,,,2.891,3.64,29.5952,3.75,1.406,7.505,114.3952,7.2575,1.034,33.346,6.3499,,3.6725,,2.1446
2009-12-29,6.8282,0.6928566479595372,91.73,0.625,1.0,,1.1261261261261262,0.376,6.6711140760507,1.739,1.4078,1.0405,506.27,2037.92,18.295,5.1559,188.78,125.5,46.69,9445.0,9982.0,3.79,148.44,1169.9,0.28675,1.932367,3.437,30.1687,13.0587,74.65,1.4118311449950585,5.7705,0.3845,84.2503,,,2.8791,3.64,29.8491,3.75,1.4078,7.41,114.4128,7.1875,1.0293,33.396,6.3519,,3.6725,,2.1446
2009-12-30,6.8283,0.6974473427256243,92.06,0.6308352258390109,1.0,,1.1230907457322552,0.376,6.680026720106881,1.7413,1.4067,1.0525,506.43,2046.2,18.411,5.1901,189.4,125.7,46.73,9433.0,9994.0,3.789,148.35,1170.9,0.28705,1.932367,3.4315,30.3144,13.0437,74.65,1.3935340022296543,5.8042,0.3845,84.2152,,,,3.64,30.2442,3.75,1.4067,7.385,114.3844,7.2125,1.0388,,6.3662,,3.6725,,2.1446
2009-12-31,6.8282,0.6941552131056504,,0.6174745291756715,1.0,,1.114951499609767,0.376,6.662225183211192,1.7404,1.4034,1.0466,,2044.23,18.368,,188.07,124.9,46.68,9400.0,9984.0,3.775,148.36,1167.6,0.2868,1.932367,3.4245,30.2905,13.0659,74.65,1.3856172925038104,5.7767,0.3845,84.2634,,,2.8503,3.64,30.1851,3.75,1.4034,7.38,,7.2125,1.0305,33.359,6.3325,,3.6725,,2.1446
2010-01-04,6.8281,0.6949753283758426,93.05,0.616408802317697,1.0,,1.1148272017837235,0.376,6.640106241699867,1.7404,1.4038,1.0378,507.1,2044.23,18.275,5.1717,187.23,124.85,46.51,9330.0,10009.0,3.765,148.46,1167.6,0.2871,1.932367,3.4195,30.3606,12.9226,74.6,,5.719,0.3845,84.4322,,,2.8465,3.64,,3.75,1.4038,7.315,114.4253,7.1425,1.0336,33.359,6.3574,,3.6725,,2.1446
2010-01-05,6.8278,0.6924248719013988,91.75,0.6244536030972899,1.0,,1.0949304719150335,0.376,6.605019815059445,1.7232,1.3969,1.0372,505.7,2021.21,18.164,5.1527,186.09,124.78,46.2,9308.0,9980.0,3.736,148.46,1156.2,0.2866,1.932367,3.3885,30.3474,12.8241,74.11,1.3616557734204793,5.6862,0.3845,84.6402,,,2.8264,3.64,,3.75,1.3969,7.285,114.4404,7.0575,1.0307,33.278,6.3548,,3.6725,,2.1446
2010-01-06,6.8277,0.6968641114982578,91.6,0.6256256256256256,1.0,,1.094331363536879,0.376,6.648936170212766,1.7219,1.3966,1.0334,504.22,1992.78,18.352,5.1852,187.3,125.29,46.12,9308.0,10000.0,3.74,148.4,1144.3,0.2869,1.932367,3.3875,30.3042,12.7489,73.88,1.3618412093149939,5.7059,0.3845,84.7199,,,2.8493,3.64,,3.75,1.3966,7.335,114.3429,,1.0335,33.156,6.364,,3.6725,,2.1446
2010-01-07,6.8276,0.6991051454138703,92.2,0.628456510809452,1.0,,1.0840108401084012,0.376,6.693440428380187,1.7329,1.3942,1.0351,497.93,1971.32,18.436,5.2021,187.65,125.54,45.87,9228.0,9981.0,3.727,148.22,1138.2,0.2867,1.932367,3.3705,30.2026,12.7646,73.6,1.3553808620222283,5.7313,0.3845,84.7822,,,2.8631,3.64,,3.75,1.3942,7.395,114.3298,7.1125,1.035,33.16,6.361,,3.6725,,2.1446
2010-01-08,6.8279,0.7006235549639179,93.3,0.6247266820765914,1.0,,1.0924186148131965,0.376,6.7114093959731544,1.7405,1.3982,1.0344,494.54,1969.08,18.436,5.2133,187.91,126.21,45.8,9240.0,,3.718,148.22,1133.2,0.2867,1.932367,3.3785,30.1882,12.7243,73.01,1.36518771331058,5.7237,0.3845,84.7547,,,2.8683,3.64,,3.75,1.3982,7.445,114.3221,7.1225,1.0364,33.13,6.3343,,3.6725,,2.1446
2010-01-11,6.8275,0.6883259911894273,,0.6181998021760633,1.0,,1.074229240519927,0.376,6.618133686300463,1.735,1.388,1.0317,492.37,1968.24,18.034,5.1219,184.0,124.28,45.36,9130.0,9959.0,3.683,148.17,1132.9,0.2863,1.932367,3.3335,30.0681,12.6692,73.2,1.352265043948614,5.6026,0.3845,84.7904,,,2.7983,3.64,29.4283,3.75,1.388,7.31,114.3944,7.0325,1.0164,33.16,6.3116,,3.6725,,2.5935
2010-01-12,6.8274,0.6905600441958428,92.25,0.6195403010965863,1.0,,1.0785159620362381,0.376,6.702412868632708,1.7315,1.391,1.0375,489.47,1968.24,18.131,5.1381,184.65,124.09,45.4,9185.0,9964.0,3.691,148.15,1119.8,0.2864,1.932367,3.3475,29.9202,12.7291,72.6,1.3473457289140394,5.6505,0.3845,84.8411,,,2.8167,3.64,29.3774,3.75,1.391,7.475,114.3394,7.035,1.019,33.059,6.3318,,3.6725,,2.5935
