,chinese_yuan,euro,japanese_yen,uk_pound,us_dollar,algerian_dinar,australian_dollar,bahrain_dinar,botswana_pula,brazilian_real,brunei_dollar,canadian_dollar,chilean_peso,colombian_peso,czech_koruna,danish_krone,hungarian_forint,icelandic_krona,indian_rupee,indonesian_rupiah,iranian_rial,israeli_new_shekel,kazakhstani_tenge,korean_won,kuwaiti_dinar,libyan_dinar,malaysian_ringgit,mauritian_rupee,mexican_peso,nepalese_rupee,new_zealand_dollar,norwegian_krone,omani_rial,pakistani_rupee,peruvian_sol,philippine_peso,polish_zloty,qatari_riyal,russian_ruble,saudi_arabian_riyal,singapore_dollar,south_african_rand,sri_lankan_rupee,swedish_krona,swiss_franc,thai_baht,trinidadian_dollar,tunisian_dinar,uae_dirham,uruguayan_peso,bolivar_fuerte
2004-01-02,,0.7941550190597204,,0.5599731212901781,1.0,,1.3285505513484788,0.376,,2.8884,1.6995,1.29,,2778.21,25.731,5.9126,,,45.59,,8302.086337,,,1194.3,,,,,11.0885,74.04,,6.6657,0.3845,57.41555,,,3.7327,3.64,,3.75,1.6995,6.675,96.9667,7.2,,,,,3.6725,,
2004-01-05,8.277,0.790076637433831,106.9,0.5556790397866193,1.0,,1.310615989515072,0.376,4.3261951113995245,2.8854,1.6999,1.2803,587.69,2777.96,25.575,5.884,206.83,70.28,45.62,8432.0,8267.091828,,,1195.5,,1.932367,3.8,26.0107,,74.04,1.5076134479119554,6.6414,0.3845,57.41555,,,,3.64,29.4545,3.75,1.6999,6.36,97.3079,7.16,1.2302,39.381,,,3.6725,,
2004-01-06,8.2771,0.7839448102853559,106.25,0.549178977428744,1.0,,1.3041210224308815,0.376,4.354452427607229,2.8619,1.6991,1.2819,579.43,2778.92,25.383,5.8384,203.9,69.49,45.62,8365.0,8270.080152,4.371,,,0.2947,1.932367,3.8,25.9623,10.9686,74.04,1.4942099364960777,6.7153,0.3845,57.41555,,,3.6707,3.64,29.245,3.75,1.6991,6.475,97.6067,,1.23,39.204,6.2607,,3.6725,,
2004-01-07,8.2772,0.7887057338906853,106.24,0.5512679162072767,1.0,,1.3025921583952065,0.376,4.418912947414936,2.85,1.6973,1.2882,565.18,2765.76,25.525,5.874,206.92,69.97,45.63,8348.0,8315.390671,4.395,,1187.9,0.2947,1.932367,3.8,25.8173,10.9044,74.04,1.4956625785222855,6.7588,0.3845,57.41555,,,3.6938,3.64,29.245,3.75,1.6973,,,7.1675,1.2386,39.059,6.2738,,3.6725,,
2004-01-08,8.2772,0.791514959632737,106.15,0.5518154729058603,1.0,,1.302252897512697,0.376,4.464285714285714,2.8715,1.6975,1.2788,567.83,2758.83,25.618,5.8953,209.57,70.38,45.54,8367.0,8312.152525,4.394,,1187.4,0.2947,1.932367,3.8,25.8107,10.8847,74.04,1.4916467780429594,,0.3845,57.41555,,,3.7078,3.64,,3.75,1.6975,6.64,97.8253,7.215,1.2468,39.017,,,3.6725,,
2004-01-09,8.277,0.7851142341210646,107.55,0.5445140212360469,1.0,,1.2899896800825594,0.376,4.501462975467027,2.858,1.6946,1.2692,,2750.89,25.524,5.8474,211.55,69.81,45.5,8343.0,8265.285139,4.383,,1183.3,,1.932367,3.8,25.8302,10.8376,,,6.7893,0.3845,57.41555,,,3.6845,3.64,28.9918,3.75,1.6946,6.735,97.9721,7.1625,1.2286,39.022,6.2492,,3.6725,,
2004-01-12,8.277,0.7795447458684129,,0.5398693516169087,1.0,,1.284191601386927,0.376,4.4414834554741285,2.8414,1.6917,1.2736,560.51,2754.33,25.403,5.806,209.53,69.11,45.42,8330.0,8251.490099,4.384,,1182.9,0.2947,1.932367,3.8,25.7188,10.818,74.04,1.4681054099684356,6.7092,0.3845,57.41555,,,3.6456,3.64,28.8711,3.75,1.6917,6.74,97.7025,7.075,1.2172,38.91,,,3.6725,,
2004-01-13,8.2768,0.7843752451172642,106.53,0.5420054200542006,1.0,,1.2850167052171677,0.376,4.594532506317482,2.8155,1.6945,1.2729,559.21,2754.33,25.536,5.8424,211.01,69.63,45.43,8323.0,8321.756466,4.395,,1178.5,0.2947,1.932367,3.8,25.7078,10.8369,,1.4712373105781964,6.7213,0.3845,57.41555,,,3.6868,3.64,28.8841,3.75,1.6945,6.96,98.0062,7.1625,1.2275,38.899,6.2455,,3.6725,,
2004-01-14,8.2768,0.7878978884336589,106.22,0.5446623093681917,1.0,,1.2876641771825907,0.376,4.678362573099415,2.8014,1.6934,1.2869,563.65,2762.31,25.669,5.8683,210.46,69.76,45.41,8327.0,8319.204148,4.405,,1179.9,0.2947,1.932367,3.8,25.7812,10.8231,74.04,1.4671361502347418,6.7499,0.3845,57.41555,,,3.7363,3.64,28.8691,3.75,1.6934,7.2,97.9895,7.2375,1.231,38.961,6.2784,,3.6725,,
2004-01-15,8.2767,0.7914523149980214,106.25,0.5483658697082693,1.0,,1.2923235978288963,0.376,4.682744088035589,2.8134,1.695,1.2979,572.08,2747.06,25.815,5.8948,210.48,69.66,45.43,8350.0,8322.89843,4.415,,1180.2,0.2947,1.932367,3.8,25.7208,10.8514,73.82,1.470912701331176,6.7602,0.3845,57.41555,,,3.7433,3.64,28.8795,3.75,1.695,7.16,,7.26,1.238,39.016,6.2762,,3.6725,,
2004-01-16,8.2767,0.8004482510205715,106.1,0.5520287054926856,1.0,,1.2973533990659054,0.376,4.75963826749167,2.8118,1.6994,1.2978,569.56,2723.83,26.191,5.9622,213.82,70.05,45.45,8363.0,8360.14688,4.401,,1187.4,,1.932367,3.8,25.7425,10.8172,,1.48720999405116,6.8847,0.3845,57.41555,,,3.7823,3.64,28.8795,3.75,1.6994,7.33,98.0921,7.34,1.2535,38.997,6.2792,,3.6725,,
2004-01-19,,0.8082114281095935,106.55,0.5599417660563302,1.0,,1.3192612137203166,0.376,,2.8176,1.7081,1.3021,,2728.7,26.515,6.0198,,69.74,45.41,8365.0,,4.421,,1187.1,0.2947,1.932367,3.8,25.6767,,73.8,,6.9559,0.3845,57.41435,,,3.8165,3.64,28.7961,3.75,1.7081,7.27,98.1755,7.4175,1.2706,39.046,6.2759,,3.6725,,
2004-01-20,8.277,0.797702616464582,107.5,0.5531585352361986,1.0,,1.3201320132013201,0.376,4.731488052992666,2.8411,1.7125,1.2862,572.69,2728.7,26.252,5.9403,211.77,69.27,45.42,8390.0,,4.427,,1185.7,0.2947,1.932367,3.8,25.6758,10.847,73.8,,6.8638,0.3845,,,,3.7951,3.64,28.7853,3.75,1.7125,7.27,98.249,7.36,1.257,39.068,6.2539,,3.6725,,
2004-01-21,8.2771,0.7932101213611487,107.18,0.5463286713286714,1.0,,1.2990387113535982,0.376,4.6522447080716445,2.8374,1.7025,1.3009,567.13,2730.75,26.002,5.9072,208.64,68.81,45.39,8396.0,8310.111542,4.422,,,0.2947,1.932367,3.8,25.6297,10.9521,,,6.8533,0.3845,57.41435,,,3.7334,3.64,28.8026,3.75,1.7025,7.115,98.3798,7.27,1.243,39.038,6.2755,,3.6725,,
2004-01-22,8.2771,0.7867820613690009,106.88,0.5423581733376722,1.0,,1.2933264355923435,0.376,4.63070155128502,2.8409,,1.2967,564.83,2740.76,25.849,5.8607,207.19,68.48,45.4,,8315.379384,,,,0.2947,1.932367,3.8,,11.0012,73.8,,6.7215,0.3845,57.41435,,,3.7033,3.64,,3.75,,7.085,98.7568,7.2025,1.2344,39.027,6.2528,,3.6725,,
2004-01-23,8.2771,0.7878978884336589,106.2,0.5412426932236415,1.0,,1.2865045670912132,0.376,4.662004662004662,2.8409,,1.3119,565.76,2742.88,25.98,5.8695,206.13,68.12,45.36,8391.0,8299.943603,4.438,,,,1.932367,3.8,25.617,10.962,,,6.7704,0.3845,57.41435,,,3.6765,3.64,28.5514,3.75,,7.135,98.4443,7.15,1.2302,39.083,6.2652,,3.6725,,
2004-01-26,8.2771,0.7952286282306162,106.22,0.5470758794244761,1.0,,,0.376,4.704775346977182,2.8427,1.6965,1.3136,573.19,2747.72,26.199,5.9237,208.88,68.88,,8425.0,8409.047995,4.457,,1188.6,0.2947,1.932367,3.8,25.5972,10.9178,73.795,1.4892032762472078,6.8501,0.3845,57.41435,,,3.74,3.64,28.4963,3.75,1.6965,7.23,98.365,7.29,1.2457,39.276,6.267,,3.6725,,
2004-01-27,8.2771,0.7989134776703682,106.15,0.5535259603675412,1.0,,1.2995451591942822,0.376,4.6609182008855745,2.8423,1.697,1.3049,578.61,2766.89,26.296,5.9507,210.65,69.18,45.36,8451.0,8387.659785,4.465,,1181.6,0.2947,1.932367,3.8,25.477,10.8789,73.795,1.4946566026455421,6.8715,0.3845,57.41435,,,3.791,3.64,28.5139,3.75,1.697,7.13,98.0349,7.3675,1.2558,39.249,6.268,,3.6725,,
2004-01-28,8.2771,0.7959882193743533,106.2,0.5452562704471101,1.0,,1.287001287001287,0.376,4.6082949308755765,2.8579,1.6959,1.3217,577.5,2736.28,26.33,5.9289,208.83,68.91,45.34,,8319.777312,4.483,,1177.2,0.2947,1.932367,3.8,25.3855,10.9145,73.795,1.4755791648221928,6.9108,0.3845,57.41435,,,3.7557,3.64,28.485,3.75,1.6959,6.94,97.3688,7.23,1.2442,39.116,6.2673,,3.6725,,
2004-01-29,8.277,0.8020532563362208,106.1,0.5480052608505042,1.0,,1.2965123816932451,0.376,4.614674665436087,2.8777,1.6995,1.3339,585.03,2721.56,26.645,5.9746,210.43,69.49,45.35,8432.0,8352.063416,4.482,,1173.0,0.2947,1.932367,3.8,25.4133,11.0843,73.8,1.4792899408284024,7.0292,0.3845,57.41435,,,3.79,3.64,28.4916,3.75,1.6995,7.055,97.4887,7.305,1.2501,39.223,6.2624,,3.6725,,
2004-01-30,8.2768,0.8074935400516796,105.97,0.552242102937928,1.0,,1.3082155939298796,0.376,4.6317739694302915,2.9228,1.702,1.3264,596.78,2740.55,26.891,6.0154,214.2,69.65,45.31,8441.0,8386.150783,4.483,,1173.6,,1.932367,3.8,25.509,11.0214,,1.4938751120406335,7.0405,0.3845,57.41435,,,3.8478,3.64,28.4937,3.75,1.702,7.0,97.502,7.4125,1.262,39.263,6.2678,,3.6725,,
2004-02-02,8.277,0.8025038118931065,105.61,0.5487871803314675,1.0,,1.3131976362442548,0.376,4.617871161394597,2.9401,,1.3384,591.42,2742.47,26.666,5.9791,212.13,69.39,,,,4.493,,1174.9,,1.932367,3.8,,10.9545,73.8,1.4858841010401187,6.9798,0.3845,57.41435,,,3.8319,3.64,28.5252,3.75,,7.03,,7.415,1.2597,39.215,6.2678,,3.6725,,
2004-02-03,8.2772,0.7945967421533572,105.53,0.544069640914037,1.0,,1.315097317201473,0.376,4.571428571428571,2.9478,1.6953,1.3374,577.27,2738.15,26.517,5.9205,211.9,68.9,45.3,8445.0,,4.456,,1170.7,,1.932367,3.8,25.493,11.082,,1.48434021077631,6.8995,0.3845,57.41435,,,3.8348,3.64,28.6205,3.75,1.6953,6.925,97.342,7.325,1.2455,39.164,6.2535,,3.6725,,
2004-02-04,8.2772,0.7984669434685404,105.39,0.5441288497116117,1.0,,1.309757694826457,0.376,4.575611988103409,2.9318,1.6939,1.3327,581.18,2747.28,26.504,5.9496,210.99,68.93,45.31,8437.0,8381.229448,4.474,,1166.2,,1.932367,3.8,25.424,11.0608,73.8,1.4692918013517484,6.9634,0.3845,57.41435,,,3.8094,3.64,28.5281,3.75,1.6939,6.94,,7.35,1.251,39.076,6.2821,,3.6725,,
2004-02-05,8.2773,0.7947230390209012,105.53,0.5457323728443572,1.0,,1.314060446780552,0.376,4.550625711035267,2.9098,1.6936,1.3319,587.3,2750.67,26.481,5.9214,211.22,68.5,45.27,8452.0,8369.711652,4.481,,1168.3,0.2947,1.932367,3.8,,,73.795,1.4667057788207687,6.9435,0.3845,57.41435,,,3.8346,3.64,28.4906,3.75,1.6936,6.88,,7.325,1.2479,39.043,6.2607,,3.6725,,
2004-02-06,8.2773,0.7981482959533882,106.15,0.5454644629902362,1.0,,1.3099292638197537,0.376,5.013787916771121,2.9327,1.696,1.3291,595.34,2748.9,26.504,5.9466,214.48,68.73,45.28,8450.0,8394.438347,4.468,,1167.2,,1.932367,3.8,,11.1305,73.545,,6.9722,0.3845,57.4278,,,3.8688,3.64,28.5744,3.75,1.696,7.07,97.4174,7.3425,1.254,39.102,6.2547,,3.6725,,
2004-02-09,8.2773,0.7865963973884998,105.7,0.5375477073590281,1.0,,1.2883277505797475,0.376,4.959087527894868,2.9492,1.6871,1.3304,598.6,2757.14,26.142,5.8604,209.68,68.18,45.27,8439.0,8301.445567,4.469,,1169.2,0.2947,1.932367,3.8,25.3688,11.1039,,1.4520110352838682,6.8414,0.3845,57.4278,,,3.8034,3.64,28.4939,3.75,1.6871,6.985,97.5355,7.16,1.2327,39.033,,,3.6725,,
2004-02-10,8.2772,0.7834534628643058,105.45,0.5343307507347048,1.0,,1.283532280836863,0.376,4.910385465259023,2.9333,1.6828,1.3289,586.96,2741.17,25.961,5.8376,207.2,68.11,45.25,8431.0,,4.474,,1167.4,0.2947,1.932367,3.8,25.403,11.1069,73.55,1.4365752047119666,6.9093,0.3845,57.4278,,,3.7801,3.64,28.5048,3.75,1.6828,6.91,98.3159,7.1475,1.2288,38.992,6.2576,,3.6725,,
2004-02-11,8.2771,0.7886435331230284,,0.5347021708908138,1.0,,1.2827090815802977,0.376,4.912797838368951,2.919,1.674,1.3179,583.23,2735.5,25.985,5.8763,208.19,68.49,45.26,8390.0,,4.482,,1162.9,0.2947,1.932367,3.8,25.2947,10.9866,73.55,1.4349261013057828,6.9523,0.3845,57.4278,,,3.8282,3.64,28.5312,3.75,1.674,6.91,98.3205,7.1825,1.2431,38.942,6.2688,,3.6725,,
2004-02-12,8.2772,0.7811279487580065,105.34,0.528429507503699,1.0,,1.2704865963664083,0.376,4.829751267809708,2.9245,1.6719,1.3191,582.45,2736.94,25.724,5.8205,206.17,67.72,45.25,8397.0,,4.469,,1161.0,0.2947,1.932367,3.8,25.2292,10.9626,73.55,1.4269406392694064,6.9208,0.3845,57.4278,,,3.7827,3.64,28.518,3.75,1.6719,6.69,98.5546,7.1325,1.2302,38.87,6.262,,3.6725,,
2004-02-13,8.277,0.780274656679151,105.39,0.5285691632750146,1.0,,1.2645422357106728,0.376,4.765308553728854,2.9034,1.674,1.315,577.01,2736.42,25.441,5.8138,205.25,67.62,45.26,8414.0,,4.437,,1160.7,,1.932367,3.8,25.2112,10.9627,73.55,1.4316392269148175,,0.3845,57.4278,,,3.7953,3.64,,3.75,1.674,6.57,98.4931,7.135,1.2316,38.919,6.2745,,3.6725,,
2004-02-16,,0.7848677497841614,105.45,0.5306447333510215,1.0,,1.2655024044545684,0.376,,2.9077,1.6741,1.3147,,2724.36,25.525,5.8479,,68.02,45.25,8399.0,8389.498265,4.44,,1160.8,0.2947,1.932367,3.8,25.163,10.9434,73.55,1.426330052774212,6.9163,0.3845,57.4278,,,3.8044,3.64,28.4949,3.75,1.6741,6.64,98.5384,7.175,,38.925,6.2815,,3.6725,,
2004-02-17,8.277,0.7777259293824855,105.67,0.5243838489774515,1.0,,1.2607160867372667,0.376,4.775549188156638,2.9058,1.6771,1.3102,579.8,2724.36,25.431,5.7951,205.07,67.87,45.29,8394.0,8352.037619,4.446,,1158.5,0.2947,1.932367,3.8,,10.9337,73.55,1.416029453412631,6.8315,0.3845,,,,3.7893,3.64,,3.75,1.6771,6.64,98.7909,7.1675,1.2237,39.025,6.2626,,3.6725,,
2004-02-18,8.277,0.7797878976918279,105.56,0.5237795935470354,1.0,,1.2543903662819869,0.376,4.747211013529551,2.9117,1.675,1.318,572.55,2715.2,25.514,5.8104,203.79,67.29,,8397.0,8367.993079,4.44,,1158.2,0.2947,,3.8,,10.9058,,1.409443269908386,6.861,,,,,3.7878,3.64,28.4851,3.75,1.675,6.54,,7.1275,1.2255,39.02,6.2752,,3.6725,,
2004-02-19,8.2771,0.7859163784973279,106.6,0.5288766659614977,1.0,,1.2610340479192939,0.376,4.8076923076923075,2.9288,1.6789,1.3275,571.35,2697.66,25.791,5.8563,206.55,68.02,45.28,8420.0,8427.405361,4.449,,1154.6,,1.932367,3.8,25.2213,10.9688,,1.427755568246716,6.9129,0.3845,57.4278,,,3.8472,3.64,28.4959,3.75,1.6789,6.67,99.0615,7.22,1.2421,39.109,6.2565,,3.6725,,
2004-02-20,8.2772,0.7897022822395957,107.5,0.5330490405117271,1.0,,1.2682308180088777,0.376,4.8344210780759,2.9501,1.6823,1.344,581.24,2693.84,25.775,5.884,206.33,68.1,45.27,8417.0,8457.990471,4.453,,1161.7,,1.932367,3.8,25.207,10.9423,73.545,1.4230823964707557,6.9675,0.3845,57.3161,,,3.8805,3.64,28.4934,3.75,1.6823,6.7,99.1869,7.26,1.2464,39.153,6.2488,,3.6725,,
2004-02-23,8.2772,0.7951653944020356,108.8,0.5380393844829442,1.0,,1.2938284383490748,0.376,4.836759371221282,,1.6977,1.3357,585.28,2700.19,25.925,5.925,208.23,69.04,45.29,,8413.176892,4.461,,1166.9,0.2947,1.932367,3.8,25.152,10.9437,73.545,1.465201465201465,6.9839,0.3845,57.3161,,,3.9015,3.64,,3.75,1.6977,6.68,98.9934,7.325,1.2572,39.278,,,3.6725,,
2004-02-24,8.2771,0.7939658594680429,108.65,0.5333617792948957,1.0,,1.2944983818770228,0.376,4.820438659918053,,1.6965,1.328,586.65,2665.83,25.906,5.9159,205.97,69.04,45.29,8446.0,8367.166274,4.46,,1182.1,0.2947,1.932367,3.8,25.1862,11.0558,73.545,1.4660606949127692,6.969,0.3845,57.3161,,,3.8738,3.64,28.4931,3.75,1.6965,6.66,99.0632,7.3225,1.2502,39.265,,,3.6725,,
2004-02-25,8.277,0.7918283316177054,108.2,0.5284015852047556,1.0,,1.2815583749839805,0.376,4.784688995215311,,1.6884,1.337,589.75,2651.94,25.737,5.9003,203.91,68.62,45.27,8435.0,8368.8616,4.457,,1176.8,,1.932367,3.8,25.2458,11.0932,73.545,1.4478065730418417,6.9887,0.3845,57.3161,,,3.856,3.64,28.4973,3.75,1.6884,6.575,99.0592,7.275,1.2453,39.177,,,3.6725,,
2004-02-26,8.277,0.8036001285760206,108.9,0.5386189809328881,1.0,,1.2934937265554263,0.376,4.829751267809708,2.9395,1.6946,1.3432,588.02,2664.3,26.057,5.9882,207.36,69.88,45.24,8443.0,8470.0964,4.481,,1171.1,,1.932367,3.8,25.3202,11.0715,73.545,1.4534883720930234,7.0556,0.3845,57.3161,,,3.8851,3.64,28.511,3.75,1.6946,6.67,99.0815,7.3975,1.2675,39.303,6.2678,,3.6725,,
2004-02-27,8.2769,0.8052826542116283,109.0,0.5408328826392644,1.0,,1.2973533990659054,0.376,4.832085044696787,2.9361,1.7032,1.3401,594.32,2686.54,26.12,6.0009,208.2,69.85,45.26,8447.0,8471.81423,4.485,,1174.5,,1.932367,3.8,25.3457,11.0606,73.545,1.4553922282055012,7.0358,0.3845,57.3389,,,3.9313,3.64,28.5156,3.75,1.7032,6.65,98.9797,7.4125,1.2735,39.313,6.2628,,3.6725,,
2004-03-01,8.2768,0.8010253123998718,109.25,0.5354178936660063,1.0,,1.2911555842479019,0.376,4.81000481000481,2.913,1.6985,1.3391,592.87,2682.34,26.009,5.9692,205.88,69.53,45.24,8442.0,8370.620016,4.484,,,0.2947,1.932367,3.8,25.3732,10.9794,73.545,1.4566642388929352,6.9825,0.3845,57.3389,,,3.9351,3.64,28.5162,3.75,1.6985,,98.741,7.385,1.2643,39.256,6.2632,,3.6725,,
2004-03-02,8.2768,0.8063215610385422,109.03,0.5383000484470044,1.0,,1.2943308309603936,0.376,4.820438659918053,2.8937,1.7028,1.3431,588.04,2662.81,26.34,6.009,206.66,70.06,,8461.0,8402.299371,4.486,,1176.5,0.2947,1.932367,3.8,25.3652,10.9623,73.545,1.4503263234227701,7.0029,0.3845,57.3389,,,3.9246,3.64,28.5321,3.75,1.7028,6.64,98.3141,7.4475,1.2783,39.278,6.2804,,3.6725,,
2004-03-03,8.2768,0.823519723297373,110.2,0.5458217346214727,1.0,,1.3312034078807242,0.376,4.951720722951226,2.9078,1.7088,1.3476,590.28,2660.42,27.126,6.1368,210.76,71.47,45.24,8514.0,8483.701908,4.51,,1173.4,0.2947,1.932367,3.8,25.407,11.0301,73.545,1.4690759512266784,7.1634,0.3845,57.3389,,,,3.64,28.5895,3.75,1.7088,6.925,97.7691,7.57,1.303,39.447,6.2781,,3.6725,,
2004-03-04,8.277,0.8232485387338438,110.15,0.5456728145803776,1.0,,1.3304949441192122,0.376,4.917629702483403,2.8804,1.7087,1.3324,598.86,2670.97,27.171,6.135,209.76,71.42,45.3,8542.0,8397.345664,4.504,,1178.7,0.2947,1.932367,3.8,25.4707,10.9955,,1.4932059130954158,7.11,0.3845,,,,3.9568,3.64,,3.75,1.7087,6.83,96.9445,7.55,,39.503,6.2781,,3.6725,,
2004-03-05,8.2771,0.8202099737532808,111.2,0.549661957895894,1.0,,1.3317352510320948,0.376,4.934616333580064,2.887,1.7163,1.3186,601.38,2676.41,27.174,6.1121,209.29,71.4,45.31,8580.0,8414.044942,4.504,,1171.9,,1.932367,3.8,25.5153,10.9393,73.545,1.4961101137043686,7.1071,0.3845,57.3752,,,3.9556,3.64,28.6343,3.75,1.7163,6.73,96.9278,7.555,1.2931,,6.2627,,3.6725,,
2004-03-08,8.2771,0.8093234056328908,112.12,0.5396945328943817,1.0,,1.3199577613516367,0.376,4.80884828083674,2.8782,1.7129,1.3229,593.22,2673.29,26.765,6.031,205.56,70.58,45.25,8584.0,8372.614049,,,1174.3,0.2947,1.932367,3.8,25.5343,10.9329,73.545,1.4799467219180111,7.0015,0.3845,57.3752,,,3.8883,3.64,,3.75,1.7129,6.59,96.7276,7.4275,1.2782,39.497,6.2575,,3.6725,,
2004-03-09,8.2771,0.808996035919424,111.12,0.5433601391001956,1.0,,1.3090718680455558,0.376,4.825090470446321,2.8744,1.7009,1.319,593.47,2675.65,26.737,6.0289,205.49,70.4,45.21,8553.0,8424.351402,4.499,,1173.4,0.2947,1.932367,3.8,25.5002,10.9695,73.545,1.4738393515106853,6.993,0.3845,57.3752,,,3.866,3.64,28.5216,3.75,1.7009,6.62,96.742,7.365,1.2785,39.335,6.2617,,3.6725,,
2004-03-10,8.2771,0.8130742336775347,111.25,0.549601538884309,1.0,,1.3218770654329148,0.376,4.811161895597786,2.875,1.7087,1.327,593.96,2679.22,26.983,6.0592,206.5,70.43,45.23,8554.0,8454.525643,4.495,,1170.6,0.2947,1.932367,3.8,25.5063,10.9368,73.545,1.4766686355581806,7.038,0.3845,57.3752,,,3.8688,3.64,28.5733,3.75,1.7087,6.62,96.8946,7.465,1.2815,39.415,6.2854,,3.6725,,
2004-03-11,8.2772,0.8159268929503917,110.8,0.5548158011540169,1.0,,1.3468013468013467,0.376,4.8792388387411565,2.8883,1.7129,1.3227,601.1,2685.17,27.03,6.0801,207.13,70.87,45.25,8593.0,8449.70755,4.505,,1172.1,0.2947,1.932367,3.8,25.5358,10.9633,73.545,1.5213753232922562,7.0039,0.3845,57.3752,,,3.9133,3.64,28.5726,3.75,1.7129,6.7,96.976,7.5425,1.2808,39.408,6.2715,,3.6725,,
2004-03-12,8.2771,0.8173273395995095,111.1,0.556823876607829,1.0,,1.372872048325096,0.376,4.8959608323133414,2.9124,1.7095,1.3375,600.8,2683.08,27.042,6.0905,206.27,70.66,45.27,8610.0,8460.678286,4.512,,1168.6,,1.932367,3.8,,10.9638,73.545,1.5465511908444172,6.9963,0.3845,57.48565,,,3.8882,3.64,28.5083,3.75,1.7095,6.76,97.187,7.51,1.2832,39.421,6.2804,,3.6725,,
2004-03-15,8.2773,0.8144648965629582,110.85,0.5539245554755443,1.0,,1.362769146906514,0.376,4.869734599464329,2.9055,1.713,1.3324,601.4,2669.48,27.013,6.069,,70.32,45.25,8645.0,8416.332923,4.501,,1175.2,0.2947,1.932367,3.8,25.7025,10.9621,73.545,1.5586034912718205,6.9144,0.3845,57.48565,,,3.8544,3.64,28.5064,3.75,1.713,6.705,97.5321,7.545,1.2739,39.46,6.2692,,3.6725,,
2004-03-16,8.2773,0.8097165991902834,110.15,0.5505092210294522,1.0,,1.3574046423238768,0.376,4.848484848484849,2.9005,1.707,1.3334,604.56,2661.45,26.888,6.0321,205.96,70.3,45.24,8622.0,8417.221664,4.484,,1177.0,0.2947,1.932367,3.8,25.801,11.039,73.545,1.547987616099071,6.8656,0.3845,57.48565,,,3.829,3.64,28.5121,3.75,1.707,6.685,97.5962,7.495,1.2693,39.504,6.2807,,3.6725,,
2004-03-17,8.2774,0.8162598971512529,108.25,0.5512375282509233,1.0,,1.3458950201884252,0.376,4.87685930260912,2.8993,1.7016,1.3411,605.71,2648.97,27.091,6.0797,208.0,70.6,45.25,8581.0,8478.8312,4.489,,1171.2,0.2947,1.932367,3.8,25.9038,10.9988,,1.5358623867301489,6.9072,0.3845,57.48565,,,3.8589,3.64,28.534,3.75,1.7016,,97.545,7.5675,1.2794,39.423,6.2792,,3.6725,,
2004-03-18,8.2774,0.8155941603458119,107.2,0.5483358008444371,1.0,,1.342281879194631,0.376,4.836759371221282,2.9062,1.6921,1.3292,607.91,2650.21,27.033,6.0741,208.0,70.42,45.22,8533.0,8456.492989,4.483,,1166.2,0.2947,1.932367,3.8,25.9787,11.0128,73.545,1.5344483658124906,6.9342,0.3845,57.48565,,,3.8624,3.64,28.5005,3.75,1.6921,6.685,97.5667,7.525,1.2745,39.447,6.2654,,3.6725,,
2004-03-19,8.2772,0.8101101749837978,107.2,0.5454347114650376,1.0,,1.3358268768367618,0.376,4.820438659918053,2.9127,1.6933,,603.35,2669.07,26.901,6.0329,205.51,70.65,45.22,8560.0,8434.851212,4.483,,1159.6,,1.932367,3.8,26.1223,,73.545,1.5172204521316948,6.8981,0.3845,,,,3.8359,3.64,28.5045,3.75,1.6933,6.645,97.5782,7.48,1.2623,39.423,6.2806,,3.6725,,
2004-03-22,8.2773,0.8095199546668825,107.35,0.5421229534858506,1.0,,1.3428226131328052,0.376,4.80884828083674,2.8992,1.6954,1.3276,606.96,,26.847,6.0284,206.01,70.92,45.15,,,4.497,,1158.6,0.2947,1.932367,3.8,26.199,10.9737,73.545,1.5257857796765335,6.8234,0.3845,57.48565,,,3.8433,3.64,28.5121,3.75,1.6954,,97.5647,7.5075,1.262,39.491,6.2768,,3.6725,,
2004-03-23,8.2774,0.8145975887911372,106.74,0.5424758598242378,1.0,,1.326963906581741,0.376,4.774409166865601,2.9099,1.6886,1.3315,607.64,2669.39,26.982,6.0666,204.46,71.61,44.93,8565.0,,4.501,,1159.5,0.2947,1.932367,3.8,26.1967,10.9695,,1.5114873035066507,6.8687,0.3845,57.48565,,,3.8122,3.64,28.4855,3.75,1.6886,6.53,97.6198,7.47,1.2626,39.479,6.2791,,3.6725,,
2004-03-24,8.2772,0.819940964250574,106.72,0.5438329345225147,1.0,,1.3304949441192122,0.376,4.792715073088905,2.9136,1.6885,1.3387,610.69,2664.5,26.837,6.1064,204.72,71.85,44.76,8574.0,,4.509,,1157.3,0.2947,1.932367,3.8,26.1733,10.9915,,1.5117157974300832,6.9113,0.3845,57.48565,,,3.8269,3.64,28.4852,3.75,1.6885,6.565,97.6372,7.505,1.2688,39.486,6.2624,,3.6725,,
2004-03-25,8.2771,0.8242664029014177,106.05,0.5550621669626998,1.0,,1.3444474321054047,0.376,4.8157958102576455,2.9256,1.6914,1.3299,614.62,2667.05,26.877,6.138,206.39,72.17,44.75,8587.0,,4.523,,1154.5,0.2947,1.932367,3.8,26.2718,11.013,73.095,1.5370427297878881,6.9716,0.3845,57.48565,,,3.8821,3.64,28.4979,3.75,1.6914,6.61,97.6583,7.655,1.2795,39.558,6.2646,,3.6725,,
