date,meantemp,humidity,wind_speed,meanpressure
3/25/2013,23.5000000,45.5000000,15.9625000,1010.6250000
3/26/2013,24.1428571,44.5714286,12.9571429,1008.8571429
3/27/2013,21.0000000,62.0000000,1.8500000,1009.0000000
3/28/2013,22.4285714,62.7142857,7.4142857,1009.5714286
3/29/2013,21.2500000,70.3750000,5.5500000,1009.7500000
3/30/2013,23.5000000,54.7500000,11.1125000,1008.6250000
3/31/2013,23.2000000,58.0000000,6.6600000,1008.6000000
4/1/2013,25.3750000,45.5000000,4.4000000,1008.5000000
4/2/2013,25.1666667,51.0000000,8.6500000,1009.5000000
4/3/2013,26.2000000,45.6000000,8.1400000,1009.0000000
4/4/2013,24.6000000,41.8000000,11.1200000,1007.8000000
4/5/2013,25.6000000,31.0000000,15.5600000,1007.0000000
4/6/2013,25.8571429,29.8571429,11.9000000,1006.1428571
4/7/2013,29.1428571,23.2857143,10.3142857,1005.0000000
4/8/2013,28.7142857,33.8571429,5.3000000,1006.0000000
4/9/2013,30.1666667,30.5000000,8.6500000,1005.3333333
4/10/2013,30.0000000,28.0000000,6.1000000,1006.7142857
4/11/2013,30.0000000,24.2000000,7.7800000,1006.4000000
4/12/2013,28.8571429,32.5714286,6.3428571,1007.5714286
4/13/2013,30.2000000,29.2000000,10.0000000,1008.4000000
4/14/2013,28.2500000,39.3750000,6.4875000,1007.0000000
4/15/2013,28.2500000,41.3750000,6.2500000,1003.8750000
4/16/2013,32.1250000,24.6250000,10.4250000,1000.0000000
4/17/2013,29.2000000,24.2000000,6.6600000,1002.2000000
4/18/2013,30.2857143,30.2857143,4.7571429,1002.8571429
4/19/2013,28.2857143,31.2857143,3.9714286,1002.5714286
4/20/2013,30.6250000,29.0000000,7.6375000,1003.3750000
4/21/2013,27.6666667,38.6666667,13.8833333,1006.8333333
4/22/2013,27.3750000,45.3750000,7.6500000,1010.0000000
4/23/2013,28.6250000,44.1250000,4.6250000,1009.8750000
4/24/2013,30.2857143,41.7142857,2.1142857,1008.5714286
4/25/2013,31.1428571,38.2857143,3.7000000,1007.7142857
4/26/2013,29.8750000,45.8750000,6.7125000,1008.3750000
4/27/2013,31.1428571,31.4285714,13.4857143,1007.0000000
4/28/2013,30.5714286,28.0000000,12.9714286,1005.4285714
4/29/2013,32.1250000,26.3750000,7.8750000,1004.8750000
4/30/2013,31.1428571,32.0000000,7.9285714,1004.8571429
5/1/2013,31.8571429,15.8571429,12.6857143,1002.8333333
5/2/2013,29.8333333,22.1666667,11.4333333,1001.2000000
5/3/2013,28.5714286,31.5714286,9.0000000,999.4285714
5/4/2013,32.8571429,31.4285714,2.9142857,999.0000000
5/5/2013,32.6250000,31.1250000,3.0125000,1000.6250000
5/6/2013,32.7500000,39.2500000,3.7000000,1001.6250000
5/7/2013,32.8750000,33.2500000,7.1750000,1002.0000000
5/8/2013,34.5000000,23.0000000,9.2500000,1001.1666667
5/9/2013,34.2857143,26.0000000,8.9857143,1000.8571429
5/10/2013,34.0000000,27.7142857,9.5285714,1000.1428571
5/11/2013,30.7500000,30.3750000,14.8125000,999.8750000
5/12/2013,29.8571429,40.1428571,5.8285714,1003.7142857
5/13/2013,31.7142857,34.0000000,3.9714286,1003.5714286
5/14/2013,32.2857143,34.2857143,4.7714286,1001.5714286
5/15/2013,33.0000000,33.0000000,3.2375000,999.8571429
5/16/2013,33.0000000,34.7500000,7.1750000,998.5000000
5/17/2013,32.8333333,28.1666667,9.8666667,1000.3333333
5/18/2013,31.4000000,42.2000000,12.9666667,999.0000000
5/19/2013,35.3333333,22.3333333,15.7500000,999.6666667
5/20/2013,36.4000000,24.2000000,7.4000000,998.4000000
5/21/2013,36.0000000,19.0000000,11.3714286,998.6666667
5/22/2013,36.7500000,22.1250000,17.5875000,998.6250000
5/23/2013,37.5000000,23.3333333,13.5666667,997.1666667
5/24/2013,38.4285714,27.4285714,11.3857143,996.4285714
5/25/2013,38.7142857,22.4285714,10.3142857,998.1428571
5/26/2013,37.8000000,21.2000000,10.7400000,998.2000000
5/27/2013,35.8571429,31.5714286,8.7285714,999.1428571
5/28/2013,35.3333333,29.0000000,8.3333333,1000.1666667
5/29/2013,34.1428571,27.8571429,5.5571429,999.4285714
5/30/2013,32.2000000,28.2000000,5.5600000,999.6000000
5/31/2013,33.6250000,40.1250000,10.6375000,998.7142857
6/1/2013,32.0000000,54.0000000,13.4375000,998.7500000
6/2/2013,32.4000000,56.6000000,14.2000000,1001.0000000
6/3/2013,35.6000000,47.0000000,12.2400000,999.6000000
6/4/2013,35.8571429,42.5714286,5.0285714,999.8571429
6/5/2013,37.1666667,36.5000000,9.8666667,998.0000000
6/6/2013,31.2857143,61.7142857,10.0428571,997.2857143
6/7/2013,34.0000000,49.2500000,7.4125000,998.0000000
6/8/2013,34.2000000,57.4000000,13.3400000,997.0000000
6/9/2013,36.1666667,40.0000000,11.4166667,995.1666667
6/10/2013,36.6250000,42.7500000,8.1000000,995.1250000
6/11/2013,30.1666667,61.6666667,16.3500000,1000.0000000
6/12/2013,34.1428571,54.1428571,7.4142857,998.0000000
6/13/2013,29.8333333,68.6666667,9.8666667,998.6666667
6/14/2013,30.1428571,68.1428571,7.9428571,997.4285714
6/15/2013,30.7142857,65.0000000,13.2285714,997.8571429
6/16/2013,27.0000000,88.8571429,8.4857143,996.4285714
6/17/2013,26.8750000,87.3750000,8.3375000,994.7500000
6/18/2013,28.4000000,83.6000000,5.1800000,996.4000000
6/19/2013,29.8571429,72.8571429,4.2285714,999.0000000
6/20/2013,33.0000000,52.7142857,4.7714286,997.1666667
6/21/2013,34.8333333,47.3333333,5.8666667,995.3333333
6/22/2013,35.6000000,39.4000000,10.7400000,996.2000000
6/23/2013,35.1666667,53.0000000,8.3500000,995.6666667
6/24/2013,33.1428571,55.0000000,13.2285714,996.2857143
6/25/2013,30.5714286,70.4285714,11.1142857,999.1666667
6/26/2013,30.6666667,71.5000000,6.4833333,999.0000000
6/27/2013,31.4285714,61.8571429,7.9571429,996.7142857
6/28/2013,31.5000000,64.2500000,8.8125000,996.0000000
6/29/2013,33.2500000,57.0000000,13.8750000,995.2500000
6/30/2013,32.8333333,52.1666667,10.5000000,997.1666667
7/1/2013,33.8571429,54.0000000,8.7285714,996.4285714
7/2/2013,33.1428571,58.2857143,9.8000000,996.0000000
7/3/2013,31.5714286,70.0000000,6.3571429,997.5714286
7/4/2013,32.3750000,67.5000000,9.2500000,997.0000000
7/5/2013,32.8000000,62.2000000,12.9600000,997.8000000
7/6/2013,31.0000000,73.1428571,11.3714286,1000.5714286
7/7/2013,31.1666667,77.3333333,7.1000000,1000.1666667
7/8/2013,29.8333333,75.1666667,6.4833333,997.5000000
7/9/2013,29.0000000,78.8333333,8.0166667,996.8333333
7/10/2013,29.7500000,75.3750000,6.4875000,995.7500000
7/11/2013,32.5000000,65.5000000,7.1166667,997.3333333
7/12/2013,28.8750000,86.6250000,5.5625000,1000.0000000
7/13/2013,31.7500000,70.2500000,12.0625000,998.8750000
7/14/2013,30.7500000,71.6250000,4.8125000,997.3750000
7/15/2013,31.7500000,73.2500000,13.5375000,998.3750000
7/16/2013,29.8750000,83.8750000,9.0000000,999.0000000
7/17/2013,31.1250000,78.3750000,8.6500000,998.0000000
7/18/2013,31.7500000,76.0000000,5.5500000,995.0000000
7/19/2013,30.5000000,73.5000000,9.2666667,995.3333333
7/20/2013,26.8333333,90.6666667,4.9333333,999.1666667
7/21/2013,28.2000000,88.0000000,2.2400000,996.4000000
7/22/2013,29.5000000,80.3333333,4.3333333,996.8333333
7/23/2013,31.8571429,70.7142857,3.9714286,998.0000000
7/24/2013,29.7142857,84.1428571,3.9714286,997.1428571
7/25/2013,28.3333333,84.5000000,8.0166667,995.1666667
7/26/2013,30.0000000,73.8571429,5.5714286,995.4285714
7/27/2013,30.1428571,79.0000000,4.2285714,997.2857143
7/28/2013,32.2857143,67.4285714,6.0857143,998.1428571
7/29/2013,31.0000000,77.4285714,4.7714286,997.1428571
7/30/2013,30.5000000,75.6666667,8.0166667,996.5000000
7/31/2013,28.8333333,78.5000000,9.8666667,996.6666667
8/1/2013,30.0000000,73.5000000,5.5500000,998.0000000
8/2/2013,31.5714286,66.4285714,11.1142857,999.4285714
8/3/2013,32.5000000,62.3333333,10.8166667,1000.8333333
8/4/2013,32.5000000,62.5000000,5.1000000,993.2500000
8/5/2013,29.5000000,77.0000000,6.7833333,1001.0000000
8/6/2013,27.1666667,90.6666667,4.0166667,1002.1666667
8/7/2013,28.3750000,85.2500000,3.2500000,1001.8750000
8/8/2013,28.5000000,84.0000000,6.1666667,1000.5000000
8/9/2013,27.1666667,87.5000000,3.7166667,1001.0000000
8/10/2013,29.4285714,79.8571429,6.1000000,1000.3333333
8/11/2013,30.0000000,76.8333333,6.8000000,1001.1666667
8/12/2013,29.5000000,81.5000000,8.3500000,1001.0000000
8/13/2013,30.7500000,72.0000000,11.1250000,999.2500000
8/14/2013,29.6666667,74.3333333,9.8666667,999.8333333
8/15/2013,27.7142857,85.0000000,8.2000000,1001.7142857
8/16/2013,26.6000000,92.0000000,4.4600000,1000.8000000
8/17/2013,27.4285714,91.0000000,14.2857143,999.4285714
8/18/2013,28.3333333,83.8333333,1.2333333,1000.1666667
8/19/2013,28.1666667,84.6666667,5.5500000,1000.5000000
8/20/2013,27.3750000,88.5000000,5.3250000,999.0000000
8/21/2013,28.3333333,81.1666667,10.3142857,999.2857143
8/22/2013,29.1666667,74.8333333,6.4833333,1001.1666667
8/23/2013,31.2857143,73.1428571,2.6428571,1001.4285714
8/24/2013,32.0000000,71.2500000,18.5250000,1000.3333333
8/25/2013,29.0000000,90.7500000,0.9250000,998.7500000
8/26/2013,32.0000000,69.8750000,6.4750000,997.8571429
8/27/2013,32.1428571,57.2857143,17.0714286,999.8571429
8/28/2013,30.1428571,60.7142857,11.6428571,1003.7142857
8/29/2013,31.5000000,57.0000000,9.2750000,1003.2500000
8/30/2013,29.1666667,73.0000000,3.1000000,1003.5000000
8/31/2013,29.0000000,71.7500000,4.6500000,1003.2500000
9/1/2013,30.0000000,65.2000000,11.4800000,1003.2000000
9/2/2013,31.8571429,50.8571429,15.3428571,1003.7142857
9/3/2013,32.7500000,45.5000000,14.8000000,1001.5000000
9/4/2013,31.7142857,48.0000000,14.5428571,1002.1666667
9/5/2013,31.6666667,46.0000000,13.5666667,1001.5000000
9/6/2013,30.5714286,55.7142857,10.0428571,1003.4285714
9/7/2013,30.8333333,51.8333333,6.7833333,1004.1666667
9/8/2013,28.0000000,71.7500000,2.3250000,1007.2500000
9/9/2013,31.0000000,57.5000000,42.2200000,1007.0000000
9/10/2013,29.6666667,66.3333333,3.7000000,1005.3333333
9/11/2013,30.8571429,61.1428571,3.9714286,1005.5714286
9/12/2013,31.1666667,60.3333333,2.7833333,1008.1666667
9/13/2013,31.1428571,67.1428571,3.1714286,1007.1428571
9/14/2013,30.5000000,67.0000000,2.7833333,1003.8333333
9/15/2013,31.6250000,56.3750000,3.9375000,1001.3750000
9/16/2013,29.6666667,60.0000000,7.1000000,1002.3333333
9/17/2013,29.2500000,56.5000000,3.4750000,1002.8750000
9/18/2013,29.1428571,58.5714286,5.5571429,1003.1428571
9/19/2013,29.8000000,61.6000000,2.9600000,1001.8000000
9/20/2013,28.6666667,70.0000000,9.5833333,1003.0000000
9/21/2013,25.2000000,89.0000000,5.1800000,1003.0000000
9/22/2013,28.3333333,79.6666667,3.0833333,1001.6666667
9/23/2013,30.2857143,68.0000000,4.5000000,1001.0000000
9/24/2013,30.7500000,65.7500000,5.7875000,1002.7500000
9/25/2013,28.5714286,75.0000000,6.6142857,1005.4285714
9/26/2013,28.2000000,78.8000000,4.0800000,1006.6000000
9/27/2013,29.0000000,71.2500000,7.4125000,1005.6250000
9/28/2013,30.0000000,67.3333333,1.2333333,1005.3333333
9/29/2013,28.1428571,79.8571429,5.5571429,1003.8571429
9/30/2013,26.8571429,84.5714286,4.2285714,1004.7142857
10/1/2013,28.2857143,68.7142857,6.3714286,1007.7142857
10/2/2013,29.2000000,61.4000000,7.4200000,1010.0000000
10/3/2013,28.6000000,59.0000000,7.4000000,1008.6000000
10/4/2013,24.8333333,84.3333333,6.7833333,1007.5000000
10/5/2013,28.5000000,69.0000000,2.0875000,1004.1250000
10/6/2013,29.7500000,66.5000000,1.8500000,1005.2500000
10/7/2013,29.7142857,66.5714286,1.5857143,1008.8571429
10/8/2013,29.2000000,69.4000000,0.0000000,1009.8000000
10/9/2013,30.8333333,65.5000000,5.5666667,1010.3333333
10/10/2013,29.4285714,66.2857143,3.9714286,1010.8571429
10/11/2013,23.8571429,89.8571429,4.2428571,1010.5714286
10/12/2013,26.1428571,82.5714286,2.9142857,1008.2857143
10/13/2013,27.1666667,84.3333333,0.6166667,1007.6666667
10/14/2013,27.7142857,74.8571429,5.5571429,1007.0000000
10/15/2013,25.8571429,76.4285714,3.7000000,1009.1428571
10/16/2013,26.4285714,75.0000000,0.0000000,1009.0000000
10/17/2013,26.8571429,76.7142857,1.0571429,1010.4285714
10/18/2013,26.3333333,73.1666667,0.0000000,1010.5000000
10/19/2013,24.5714286,69.5714286,2.1142857,1011.5714286
10/20/2013,24.3333333,67.8333333,1.5500000,1010.6666667
10/21/2013,24.8750000,63.6250000,1.3875000,1009.8750000
10/22/2013,27.8000000,53.6000000,0.0000000,1011.0000000
10/23/2013,25.0000000,67.5000000,1.1625000,1013.6250000
10/24/2013,23.8571429,73.1428571,1.0571429,1013.2857143
10/25/2013,22.8000000,75.8000000,1.8600000,1011.0000000
10/26/2013,23.0000000,78.2000000,0.7400000,1011.2000000
10/27/2013,22.8750000,66.8750000,2.5500000,1010.6250000
10/28/2013,22.6666667,63.1666667,4.9333333,1010.0000000
10/29/2013,23.0000000,62.7142857,3.9714286,1011.1428571
10/30/2013,22.8571429,67.4285714,2.3857143,1012.8571429
10/31/2013,23.6666667,58.8333333,3.0833333,1012.8333333
11/1/2013,23.4285714,69.1428571,1.0571429,1013.2857143
11/2/2013,21.6250000,65.0000000,4.6375000,1014.5000000
11/3/2013,20.6250000,57.8750000,5.5625000,1016.0000000
11/4/2013,21.1666667,54.1666667,2.4666667,1017.5000000
11/5/2013,18.8333333,74.3333333,0.0000000,1017.5000000
11/6/2013,20.5714286,66.7142857,3.1857143,1015.8571429
11/7/2013,20.1428571,73.1428571,4.5000000,1015.6666667
11/8/2013,18.0000000,82.2000000,19.9125000,1015.6250000
11/9/2013,19.8571429,73.5714286,0.5285714,1016.7142857
11/10/2013,16.8333333,72.0000000,2.4666667,1016.0000000
11/11/2013,18.8571429,61.8571429,5.8142857,1013.4285714
11/12/2013,16.5714286,71.7142857,0.8000000,1013.8571429
11/13/2013,17.7500000,65.0000000,3.0125000,1014.2500000
11/14/2013,17.6250000,63.3750000,3.4750000,1015.2500000
11/15/2013,17.0000000,67.0000000,0.9250000,1016.5000000
11/16/2013,16.6250000,69.6250000,0.0000000,1018.0000000
11/17/2013,15.5714286,67.4285714,2.3857143,1017.7142857
11/18/2013,18.5000000,55.1250000,7.4125000,1016.8750000
11/19/2013,17.8750000,63.5000000,7.1750000,1015.5000000
11/20/2013,18.2500000,58.8750000,2.5500000,1012.7500000
11/21/2013,17.8750000,66.2500000,2.0875000,1013.1250000
11/22/2013,17.6250000,74.8750000,1.1625000,1015.7500000
11/23/2013,18.1428571,77.8571429,0.8000000,1014.5714286
11/24/2013,19.1250000,58.8750000,5.0875000,1014.5000000
11/25/2013,21.2500000,49.8750000,9.5000000,1012.8750000
11/26/2013,21.2500000,51.3750000,9.7500000,1011.7500000
11/27/2013,19.1250000,68.5000000,2.7875000,1014.7500000
11/28/2013,18.6250000,71.8750000,1.8500000,1017.7500000
11/29/2013,17.7500000,66.6250000,4.8625000,1016.8750000
11/30/2013,17.8750000,69.6250000,11.8125000,1015.8750000
12/1/2013,18.0000000,65.0000000,1.5857143,1016.1428571
12/2/2013,17.2500000,73.2500000,1.8500000,1015.8750000
12/3/2013,17.5000000,73.5000000,1.3875000,1016.7500000
12/4/2013,17.1428571,71.8571429,4.2285714,1017.0000000
12/5/2013,17.1428571,69.0000000,6.8857143,1015.2857143
12/6/2013,16.1250000,72.3750000,3.7125000,1014.0000000
12/7/2013,16.0000000,80.5000000,1.1625000,1014.2500000
12/8/2013,16.5000000,83.6250000,0.0000000,1014.0000000
12/9/2013,16.1250000,79.2500000,2.3125000,1013.5000000
12/10/2013,15.5000000,81.7500000,2.5500000,1013.7500000
12/11/2013,16.6250000,71.8750000,6.4750000,1014.1250000
12/12/2013,17.7500000,62.3750000,16.9000000,1012.5000000
12/13/2013,17.1428571,67.7142857,11.6285714,1012.0000000
12/14/2013,16.1428571,79.0000000,0.8000000,1012.5714286
12/15/2013,15.5000000,86.2500000,2.5500000,1015.1250000
12/16/2013,15.2500000,89.5000000,1.1625000,1015.6250000
12/17/2013,14.7500000,92.8750000,0.9250000,1014.2500000
12/18/2013,14.8750000,93.0000000,2.0875000,1012.6250000
12/19/2013,16.1250000,89.1250000,3.2500000,1012.8750000
12/20/2013,15.3750000,91.3750000,4.4125000,1016.0000000
12/21/2013,14.7500000,94.0000000,0.4625000,1017.0000000
12/22/2013,15.2500000,94.0000000,1.3875000,1018.3750000
12/23/2013,14.2500000,88.2500000,9.0250000,1020.5000000
12/24/2013,13.5000000,84.7500000,5.7875000,1021.3750000
12/25/2013,13.6666667,63.1666667,34.4875000,1020.6250000
12/26/2013,12.1250000,67.6250000,4.4000000,1019.2500000
12/27/2013,11.8750000,79.8750000,1.1625000,1018.6250000
12/28/2013,10.8750000,70.0000000,5.3250000,1019.2500000
12/29/2013,10.5714286,69.4285714,5.3250000,1018.5000000
12/30/2013,12.3750000,79.5000000,6.4750000,1018.1250000
12/31/2013,14.5000000,89.3750000,4.8625000,1020.5000000
1/1/2014,13.3750000,89.6250000,7.6500000,1021.0000000
1/2/2014,11.0000000,78.3750000,8.1000000,1020.2500000
1/3/2014,12.5000000,74.8750000,5.3250000,1017.7500000
1/4/2014,12.8750000,88.1250000,1.1625000,1016.2500000
1/5/2014,12.3750000,89.0000000,0.4625000,1014.5000000
1/6/2014,11.4285714,86.2857143,27.3375000,1017.6250000
1/7/2014,12.1428571,72.2857143,20.6000000,1017.7500000
1/8/2014,11.8750000,76.8750000,1.8500000,1017.8750000
1/9/2014,12.8333333,83.0000000,1.2333333,1017.0000000
1/10/2014,12.3750000,85.3750000,0.0000000,1016.6250000
1/11/2014,12.1250000,82.6250000,6.7250000,1019.6250000
1/12/2014,12.8750000,80.8750000,3.2500000,1020.7500000
1/13/2014,14.0000000,72.3750000,1.1625000,1019.3750000
1/14/2014,14.8750000,76.7500000,2.7875000,1017.0000000
1/15/2014,12.0000000,93.5000000,0.4625000,1019.7500000
1/16/2014,12.2857143,90.5714286,1.5857143,1019.5714286
1/17/2014,12.0000000,95.7500000,1.1625000,1017.6250000
1/18/2014,12.5000000,94.2500000,1.8500000,1020.2500000
1/19/2014,14.5000000,84.5000000,3.4750000,1023.0000000
1/20/2014,14.6250000,83.5000000,4.4125000,1021.3750000
1/21/2014,13.5714286,96.8571429,7.1714286,1020.5714286
1/22/2014,15.2500000,96.1250000,6.7125000,1019.8750000
1/23/2014,15.6250000,90.1250000,6.7125000,1020.2500000
1/24/2014,13.8750000,88.8750000,8.1125000,1019.2500000
1/25/2014,11.7500000,95.6250000,8.3375000,1019.7500000
1/26/2014,14.3750000,85.7500000,8.8125000,1019.1250000
1/27/2014,16.6250000,72.3750000,9.9500000,1018.7500000
1/28/2014,16.6250000,69.8750000,7.4125000,1016.7500000
1/29/2014,14.8750000,81.8750000,4.6250000,1018.6250000
1/30/2014,14.5000000,83.2500000,0.9250000,1019.3750000
1/31/2014,14.7500000,82.5000000,3.0125000,1019.2500000
2/1/2014,14.0000000,79.3750000,2.5500000,1019.7500000
2/2/2014,15.2500000,76.1250000,1.8500000,1016.8750000
2/3/2014,18.4285714,63.8571429,12.2875000,1014.1250000
2/4/2014,18.8571429,65.4285714,13.4250000,1011.0000000
2/5/2014,17.0000000,72.7500000,1.6250000,1011.5000000
2/6/2014,18.5000000,65.3750000,6.0125000,1010.8750000
2/7/2014,19.6250000,67.2500000,15.0500000,1009.2500000
2/8/2014,13.6250000,85.3750000,8.1125000,1011.3750000
2/9/2014,12.8750000,63.3750000,9.2625000,1012.0000000
2/10/2014,12.6250000,61.7500000,3.7000000,1012.5000000
2/11/2014,13.3750000,64.6250000,3.7000000,1013.5000000
2/12/2014,13.2500000,67.0000000,9.2625000,1013.5000000
2/13/2014,15.2500000,64.5000000,4.8750000,1013.6250000
2/14/2014,13.0000000,95.5000000,5.3375000,1011.8750000
2/15/2014,12.3750000,89.5000000,3.9375000,1012.8750000
2/16/2014,13.5000000,79.0000000,8.7875000,1016.0000000
2/17/2014,15.1250000,66.1250000,12.7250000,1017.7500000
2/18/2014,15.2500000,60.1250000,8.8000000,1017.3750000
2/19/2014,15.1250000,75.3750000,1.8500000,1016.6250000
2/20/2014,16.1250000,78.6250000,1.8625000,1014.7500000
2/21/2014,17.1250000,72.2500000,8.7875000,1014.2500000
2/22/2014,16.6250000,85.6250000,6.2500000,1017.3750000
2/23/2014,16.5000000,80.0000000,7.8875000,1019.3750000
2/24/2014,16.3750000,69.3750000,5.3375000,1018.6250000
2/25/2014,18.1250000,69.0000000,0.9250000,1017.2500000
2/26/2014,18.7500000,71.1250000,2.0875000,1014.2500000
2/27/2014,18.6250000,76.6250000,7.1750000,1013.1250000
2/28/2014,15.6250000,88.3750000,5.8000000,1013.1250000
3/1/2014,16.1428571,87.2857143,4.2428571,1015.2857143
3/2/2014,16.1250000,79.0000000,5.7875000,1017.1250000
3/3/2014,17.8750000,65.6250000,3.7000000,1016.2500000
3/4/2014,18.7500000,66.3750000,3.7125000,1016.5000000
3/5/2014,18.8750000,67.0000000,5.3250000,1016.1250000
3/6/2014,18.3750000,64.0000000,4.6375000,1016.3750000
3/7/2014,18.5000000,62.8750000,6.7125000,1017.1250000
3/8/2014,19.8750000,63.8750000,9.9625000,1017.0000000
3/9/2014,22.0000000,56.6250000,7.6500000,1014.5000000
3/10/2014,20.0000000,63.8750000,10.8875000,1014.3750000
3/11/2014,20.7142857,70.0000000,15.6000000,1013.7142857
3/12/2014,20.0000000,68.8750000,6.4875000,1016.2500000
3/13/2014,19.0000000,60.6250000,9.9500000,1016.2500000
3/14/2014,19.6250000,61.2500000,5.8000000,1015.0000000
